"Season","Facility ID","Latitude","Longitude","Street1","Street2","City","State","Postal Code","Country","Type","Facility Name","URL","Phone","Contact","Begin Date","End Date","Begin Time","End Time","Begin DateTime","End DateTime","Recurrence Days","Hours","Eligibility","Cost","Notes","Record ID","Location"
"2019-2020",118,41.9534,-87.6888,"3944 NORTH WESTERN AVENUE",,"Chicago","IL",60618,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-279-7600",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_118","(41.9534, -87.6888)"
"2019-2020",150,41.8822,-87.639,"400 WEST MADISON STREET",,"Chicago","IL",60606,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-474-1051",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 7:00 AM-7:00 PM, Tue: 7:00 AM-7:00 PM, Wed: 7:00 AM-7:00 PM, Thu: 7:00 AM-7:00 PM, Fri: 7:00 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_150","(41.8822, -87.639)"
"2019-2020",112,41.9133,-87.8056,"1819 NORTH HARLEM AVENUE",,"Chicago","IL",60707,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-237-8927",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_112","(41.9133, -87.8056)"
"2019-2020",144,41.881,-87.7061,"3146 WEST MADISON",,"Chicago","IL",60612,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-826-9072",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_144","(41.881, -87.7061)"
"2019-2020",95,41.9041,-87.6283,"1201 NORTH STATE STREET",,"Chicago","IL",60610,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-640-2842",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-8:00 PM, Tue: 9:00 AM-8:00 PM, Wed: 9:00 AM-8:00 PM, Thu: 9:00 AM-8:00 PM, Fri: 9:00 AM-8:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_95","(41.9041, -87.6283)"
"2019-2020",141,41.9463,-87.7136,"3411 WEST ADDISON STREET",,"Chicago","IL",60618,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-279-8005",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_141","(41.9463, -87.7136)"
"2019-2020",123,42.0007,-87.6611,"6510 NORTH SHERIDAN ROAD",,"Chicago","IL",60626,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-338-4384",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_123","(42.0007, -87.6611)"
"2019-2020",106,41.9382,-87.6488,"3101 NORTH CLARK STREET",,"Chicago","IL",60657,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-477-3333",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_106","(41.9382, -87.6488)"
"2019-2020",155,41.8796,-87.6399,"130 SOUTH CANAL STREET",,"Chicago","IL",60606,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-589-8991",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 6:30 AM-7:00 PM, Tue: 6:30 AM-7:00 PM, Wed: 6:30 AM-7:00 PM, Thu: 6:30 AM-7:00 PM, Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_155","(41.8796, -87.6399)"
"2019-2020",138,41.8754,-87.6278,"520 SOUTH  STATE STREET",,"Chicago","IL",60605,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-697-0021",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_138","(41.8754, -87.6278)"
"2019-2020",163,41.9555,-87.6793,"4051 N LINCOLN AVE",,"Chicago","IL",60618,"United States of America","Pharmacy","CVS/pharmacy","https://www.cvs.com/minuteclinic","773-871-2611",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_163","(41.9555, -87.6793)"
"2019-2020",158,41.7998,-87.5947,"1228 E 53RD ST",,"Chicago","IL",60615,"United States of America","Pharmacy","CVS/pharmacy","https://www.cvs.com/minuteclinic","773-752-1425",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:30 AM-6:30 PM, Tue: 7:30 AM-6:30 PM, Wed: 7:30 AM-6:30 PM, Thu: 7:30 AM-6:30 PM, Fri: 7:30 AM-6:30 PM, Sat: 9:00 AM-5:30PM, Sun: 9:00 AM-4:30 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_158","(41.7998, -87.5947)"
"2019-2020",111,41.7355,-87.7405,"8639 SOUTH CICERO AVENUE",,"Chicago","IL",60652,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-284-6332",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_111","(41.7355, -87.7405)"
"2019-2020",143,41.9385,-87.7857,"6355 WEST BELMONT",,"Chicago","IL",60634,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-385-5687",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_143","(41.9385, -87.7857)"
"2019-2020",102,41.9033,-87.6877,"2418 WEST DIVISION STREET",,"Chicago","IL",60622,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-486-5782",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-5:00 PM, Tue: 9:00 AM-5:00 PM, Wed: 10:00 AM-6:00 PM, Thu: 9:00 AM-5:00 PM, Fri: 9:00 AM-5:00 PM, Sat: Closed, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_102","(41.9033, -87.6877)"
"2019-2020",126,41.9458,-87.7667,"3615 NORTH CENTRAL AVENUE",,"Chicago","IL",60634,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-283-2355",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_126","(41.9458, -87.7667)"
"2019-2020",162,41.9683,-87.767,"4801 N CENTRAL AVE",,"Chicago","IL",60630,"United States of America","Pharmacy","CVS/pharmacy","https://www.cvs.com/minuteclinic","773-282-2828",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_162","(41.9683, -87.767)"
"2019-2020",115,41.9181,-87.6392,"401 WEST ARMITAGE AVENUE",,"Chicago","IL",60614,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-337-3035",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_115","(41.9181, -87.6392)"
"2019-2020",99,41.9753,-87.7833,"6200 WEST HIGGINS AVENUE",,"Chicago","IL",60630,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-775-9316",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-9:00 PM, Tue: 9:00 AM-9:00 PM, Wed: 9:00 AM-9:00 PM, Thu: 9:00 AM-9:00 PM, Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_99","(41.9753, -87.7833)"
"2019-2020",130,41.7069,-87.67,"1930 WEST 103RD STREET",,"Chicago","IL",60643,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-239-8041",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_130","(41.7069, -87.67)"
"2019-2020",109,41.969,-87.6795,"4800 NORTH DAMEN AVENUE",,"Chicago","IL",60625,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-907-2010",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_109","(41.969, -87.6795)"
"2019-2020",119,41.7509,-87.6448,"7858 SOUTH HALSTED STREET",,"Chicago","IL",60620,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-873-1842",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_119","(41.7509, -87.6448)"
"2019-2020",151,41.886,-87.6239,"205 N. MICHIGAN AVENUE",,"Chicago","IL",60601,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-938-4091",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 6:30 AM-7:30 PM, Tue: 6:30 AM-7:30 PM, Wed: 6:30 AM-7:30 PM, Thu: 6:30 AM-7:30 PM, Fri: 6:30 AM-7:30 PM, Sat:  8:00 AM-4:00 PM, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_151","(41.886, -87.6239)"
"2019-2020",134,41.7394,-87.7219,"8444 SOUTH PULASKI ROAD",,"Chicago","IL",60652,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-284-0316",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_134","(41.7394, -87.7219)"
"2019-2020",139,41.889,-87.6317,"121 WEST KINZIE STREET",,"Chicago","IL",60610,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-970-2881",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: Closed, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_139","(41.889, -87.6317)"
"2019-2020",140,41.9329,-87.6875,"2815 NORTH WESTERN AVENUE",,"Chicago","IL",60618,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-486-4102",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_140","(41.9329, -87.6875)"
"2019-2020",120,41.7871,-87.6655,"1620 WEST 59TH STREET",,"Chicago","IL",60621,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-471-3082",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_120","(41.7871, -87.6655)"
"2019-2020",125,41.9636,-87.7282,"4540 NORTH PULASKI ROAD",,"Chicago","IL",60630,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-283-5777",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_125","(41.9636, -87.7282)"
"2019-2020",157,41.7054,-87.7203,"3951 W 103RD ST",,"Chicago","IL",60655,"United States of America","Pharmacy","CVS/pharmacy","https://www.cvs.com/minuteclinic","773-881-3359",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_157","(41.7054, -87.7203)"
"2019-2020",107,41.9375,-87.6441,"3033 NORTH BROADWAY STREET",,"Chicago","IL",60657,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-883-6141",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_107","(41.9375, -87.6441)"
"2019-2020",147,41.8859,-87.6203,"205 NORTH COLUMBUS DRIVE",,"Chicago","IL",60601,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-861-0315",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:00 AM-9:00 PM, Tue: 7:00 AM-9:00 PM, Wed: 7:00 AM-9:00 PM, Thu: 7:00 AM-9:00 PM, Fri: 7:00 AM-9:00 PM, Sat:  9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_147","(41.8859, -87.6203)"
"2019-2020",103,41.8377,-87.6454,"741 WEST 31ST STREET",,"Chicago","IL",60608,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-567-9044",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_103","(41.8377, -87.6454)"
"2019-2020",152,41.8806,-87.6258,"105 SOUTH WABASH AVENUE",,"Chicago","IL",60603,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-244-1521",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mon: 6:30 AM-7:00 PM, Tue: 6:30 AM-7:00 PM, Wed: 6:30 AM-7:00 PM, Thu: 6:30 AM-7:00 PM, Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_152","(41.8806, -87.6258)"
"2019-2020",98,41.9763,-87.7886,"6417 WEST HIGGINS AVENUE",,"Chicago","IL",60656,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-631-5906",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Open 24 Hours",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_98","(41.9763, -87.7886)"
"2019-2020",114,41.7959,-87.6845,"5360 SOUTH WESTERN AVENUE",,"Chicago","IL",60609,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-471-3160",,"09/01/2019","09/01/2021",,,,,"Saturday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_114","(41.7959, -87.6845)"
"2019-2020",148,41.883,-87.6416,"101 NORTH CLINTON STREET",,"Chicago","IL",60661,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","312-234-9206",,"09/01/2019","09/01/2021",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:00 AM-8:00 PM, Tue: 7:00 AM-8:00 PM, Wed: 7:00 AM-8:00 PM, Thu: 7:00 AM-8:00 PM, Fri: 7:00 AM-8:00 PM, Sat: 10:00 AM-2:00 PM, Sun: Closed",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_148","(41.883, -87.6416)"
"2019-2020",135,41.9973,-87.7006,"2825 WEST DEVON AVENUE",,"Chicago","IL",60659,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-262-0900",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_135","(41.9973, -87.7006)"
"2019-2020",129,41.9765,-87.6594,"5205 NORTH BROADWAY STREET",,"Chicago","IL",60640,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-275-5641",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_129","(41.9765, -87.6594)"
"2019-2020",161,41.9938,-87.6608,"6150 N BROADWAY ST",,"Chicago","IL",60660,"United States of America","Pharmacy","CVS/pharmacy","https://www.cvs.com/minuteclinic","773-274-9337",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_161","(41.9938, -87.6608)"
"2019-2020",108,41.7069,-87.6428,"745 WEST 103 ROAD STREET",,"Chicago","IL",60628,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-233-3942",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_108","(41.7069, -87.6428)"
"2019-2020",110,41.7504,-87.6819,"7855 SOUTH WESTERN AVENUE",,"Chicago","IL",60652,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-436-6000",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_110","(41.7504, -87.6819)"
"2019-2020",133,41.9193,-87.6901,"2053 NORTH MILWAUKEE AVENUE",,"Chicago","IL",60647,"United States of America","Pharmacy","CVS/pharmacy","http://www.cvs.com","773-342-0014",,"09/01/2019","09/01/2021",,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,"Call for details. Minimum Age Requirement for Flu Shot: 10.",,"2019-2020_133","(41.9193, -87.6901)"
